8119	ID:2	data | 8; 4160; 0; 0; 0; 1 
8283	ID:2	data | 6; 4160; 0; 0; 0; 1 
8374	ID:2	data | 4; 4160; 6360; 100; 93; 1 
8404	ID:2	data | 1; 4160; 6360; 100; 93; 1 
8456	ID:2	data | 7; 4160; 0; 0; 0; 1 
8747	ID:2	data | 9; 4160; 0; 0; 0; 1 
8921	ID:2	data | 3; 4160; 6360; 100; 93; 1 
10402	ID:2	data | 7; 4160; 0; 0; 0; 2 
12020	ID:2	data | 8; 4160; 0; 0; 0; 2 
12193	ID:2	data | 6; 4160; 0; 0; 0; 2 
12281	ID:2	data | 4; 4160; 6360; 72; 65; 2 
12318	ID:2	data | 1; 4160; 6360; 72; 65; 2 
12347	ID:2	data | 7; 4160; 0; 0; 0; 3 
12651	ID:2	data | 9; 4160; 0; 0; 0; 2 
12830	ID:2	data | 3; 4160; 6360; 72; 65; 2 
13063	ID:2	network | 8; 6; 3; 1; 3; -15; 0; 2; 1; |  | 6;9;
13187	ID:2	network | 2; 255; 255; 1; 9; 0; 3; 3; 1; | 4:1; 1:1; 3:1;  | 4;1;3;
13226	ID:2	network | 6; 3; 2; 1; 1; -25; 1; 4; 1; | 8:0;  | 8;4;9;3;
13312	ID:2	network | 4; 2; 1; 1; 7; -17; 3; 6; 1; | 6:1; 5:1; 9:1;  | 2;6;1;5;9;3;
13340	ID:2	network | 1; 2; 1; 1; 7; -21; 0; 3; 1; |  | 2;4;5;
13393	ID:2	network | 7; 5; 3; 1; 6; -14; 0; 2; 1; |  | 5;9;
13689	ID:2	network | 9; 4; 2; 1; 7; -34; 1; 5; 1; | 8:0;  | 8;6;4;7;5;
13700	ID:2	network | 5; 1; 2; 1; 1; -18; 1; 4; 1; | 7:0;  | 4;1;7;9;
13858	ID:2	network | 3; 2; 1; 1; 7; -23; 0; 3; 1; |  | 2;6;4;
15934	ID:2	data | 8; 4160; 0; 0; 0; 3 
16095	ID:2	data | 6; 4160; 0; 0; 0; 3 
16185	ID:2	data | 4; 4160; 6360; 58; 51; 3 
16221	ID:2	data | 1; 4160; 6360; 58; 51; 3 
16258	ID:2	data | 7; 4160; 0; 0; 0; 4 
16550	ID:2	data | 9; 4160; 0; 0; 0; 3 
16561	ID:2	data | 5; 4160; 0; 0; 0; 3 
16733	ID:2	data | 3; 4160; 6360; 58; 51; 3 
18214	ID:2	data | 7; 4160; 0; 0; 0; 5 
19840	ID:2	data | 8; 4160; 0; 0; 0; 4 
20007	ID:2	data | 6; 4160; 0; 0; 0; 4 
20090	ID:2	data | 4; 4160; 6360; 30; 23; 4 
20124	ID:2	data | 1; 4160; 6360; 30; 23; 4 
20162	ID:2	data | 7; 4160; 0; 0; 0; 6 
20466	ID:2	data | 9; 4160; 0; 0; 0; 4 
20473	ID:2	data | 5; 4160; 0; 0; 0; 4 
20644	ID:2	data | 3; 4160; 6360; 30; 23; 4 
21898	ID:2	network | 8; 6; 3; 1; 12; -15; 0; 2; 2; |  | 6;9;
22026	ID:2	network | 2; 255; 255; 1; 18; 0; 3; 3; 2; | 4:1; 1:1; 3:1;  | 4;1;3;
22064	ID:2	network | 6; 3; 2; 1; 10; -18; 1; 4; 2; | 8:1;  | 8;4;9;3;
22118	ID:2	data | 7; 4160; 0; 0; 0; 7 
22155	ID:2	network | 4; 2; 1; 1; 16; -17; 1; 6; 2; | 9:1;  | 2;6;1;5;9;3;
22181	ID:2	network | 1; 2; 1; 1; 16; -21; 1; 3; 2; | 5:1;  | 2;4;5;
22219	ID:2	network | 7; 5; 3; 1; 15; -14; 0; 2; 2; |  | 5;9;
22526	ID:2	network | 9; 4; 2; 1; 16; -34; 0; 5; 2; |  | 8;6;4;7;5;
22538	ID:2	network | 5; 1; 2; 1; 10; -14; 1; 4; 2; | 7:2;  | 4;1;7;9;
22701	ID:2	network | 3; 2; 1; 1; 16; -23; 1; 3; 2; | 6:1;  | 2;6;4;
23741	ID:2	data | 8; 4160; 0; 0; 0; 5 
23915	ID:2	data | 6; 4160; 0; 0; 0; 5 
24000	ID:2	data | 4; 4160; 6360; 16; 9; 5 
24037	ID:2	data | 1; 4160; 6360; 16; 9; 5 
24369	ID:2	data | 9; 4160; 0; 0; 0; 5 
24376	ID:2	data | 5; 4160; 0; 0; 0; 5 
24549	ID:2	data | 3; 4160; 6360; 16; 9; 5 
26014	ID:2	data | 7; 4160; 0; 0; 0; 8 
27648	ID:2	data | 8; 4160; 0; 0; 0; 6 
27818	ID:2	data | 6; 4160; 0; 0; 0; 6 
27905	ID:2	data | 4; 4160; 6360; 244; 237; 6 
27942	ID:2	data | 1; 4160; 6360; 244; 237; 6 
27990	ID:2	data | 7; 4160; 0; 0; 0; 9 
28268	ID:2	data | 9; 4160; 0; 0; 0; 6 
28289	ID:2	data | 5; 4160; 0; 0; 0; 6 
28459	ID:2	data | 3; 4160; 6360; 244; 237; 6 
29938	ID:2	data | 7; 4160; 0; 0; 0; 10 
30739	ID:2	network | 8; 6; 3; 1; 21; -15; 0; 2; 3; |  | 6;9;
30863	ID:2	network | 2; 255; 255; 1; 27; 0; 3; 3; 3; | 4:1; 1:1; 3:1;  | 4;1;3;
30901	ID:2	network | 6; 3; 2; 1; 19; -18; 1; 4; 3; | 8:1;  | 8;4;9;3;
30992	ID:2	network | 4; 2; 1; 1; 25; -17; 1; 6; 3; | 9:1;  | 2;6;1;5;9;3;
31021	ID:2	network | 1; 2; 1; 1; 25; -21; 1; 3; 3; | 5:1;  | 2;4;5;
31075	ID:2	network | 7; 5; 3; 1; 24; -14; 0; 2; 3; |  | 5;9;
31366	ID:2	network | 9; 4; 2; 1; 25; -34; 0; 5; 3; |  | 8;6;4;7;5;
31378	ID:2	network | 5; 1; 2; 1; 19; -14; 1; 4; 3; | 7:3;  | 4;1;7;9;
31535	ID:2	network | 3; 2; 1; 1; 25; -23; 1; 3; 3; | 6:1;  | 2;6;4;
31644	ID:2	data | 8; 4160; 0; 0; 0; 7 
31718	ID:2	data | 6; 4160; 0; 0; 0; 7 
31810	ID:2	data | 4; 4160; 6360; 216; 209; 7 
31841	ID:2	data | 1; 4160; 6360; 216; 209; 7 
31881	ID:2	data | 7; 4160; 0; 0; 0; 11 
32181	ID:2	data | 9; 4160; 0; 0; 0; 7 
32191	ID:2	data | 5; 4160; 0; 0; 0; 7 
32365	ID:2	data | 3; 4160; 6360; 216; 209; 7 
35457	ID:2	data | 8; 4160; 0; 0; 0; 8 
35629	ID:2	data | 6; 4160; 0; 0; 0; 8 
35720	ID:2	data | 4; 4160; 6360; 202; 195; 8 
35756	ID:2	data | 1; 4160; 6360; 202; 195; 8 
35791	ID:2	data | 7; 4160; 0; 0; 0; 12 
36089	ID:2	data | 9; 4160; 0; 0; 0; 8 
36096	ID:2	data | 5; 4160; 0; 0; 0; 8 
36271	ID:2	data | 3; 4160; 6360; 202; 195; 8 
37750	ID:2	data | 7; 4160; 0; 0; 0; 13 
39376	ID:2	data | 8; 4160; 0; 0; 0; 9 
39536	ID:2	data | 6; 4160; 0; 0; 0; 9 
39577	ID:2	network | 8; 6; 3; 1; 30; -15; 0; 2; 4; |  | 6;9;
39622	ID:2	data | 4; 4160; 6360; 174; 167; 9 
39662	ID:2	data | 1; 4160; 6360; 174; 167; 9 
39685	ID:2	data | 7; 4160; 0; 0; 0; 14 
39702	ID:2	network | 2; 255; 255; 1; 36; 0; 3; 3; 4; | 4:1; 1:1; 3:0;  | 4;1;3;
39743	ID:2	network | 6; 3; 2; 1; 28; -18; 1; 4; 4; | 8:1;  | 8;4;9;3;
39827	ID:2	network | 4; 2; 1; 1; 34; -17; 1; 6; 4; | 9:0;  | 2;6;1;5;9;3;
39854	ID:2	network | 1; 2; 1; 1; 34; -21; 1; 3; 4; | 5:0;  | 2;4;5;
39901	ID:2	network | 7; 5; 3; 1; 33; -14; 0; 2; 4; |  | 5;9;
40000	ID:2	data | 5; 4160; 0; 0; 0; 9 
